"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","QGDP","TOT","PC_CHGPP","Q","1965-Q4",2.630098,
"KOR","QGDP","TOT","PC_CHGPP","Q","1966-Q1",5.484614,
"KOR","QGDP","TOT","PC_CHGPP","Q","1966-Q2",6.624464,
"KOR","QGDP","TOT","PC_CHGPP","Q","1966-Q3",-1.903791,
"KOR","QGDP","TOT","PC_CHGPP","Q","1966-Q4",1.843725,
"KOR","QGDP","TOT","PC_CHGPP","Q","1967-Q1",2.663697,
"KOR","QGDP","TOT","PC_CHGPP","Q","1967-Q2",2.558912,
"KOR","QGDP","TOT","PC_CHGPP","Q","1967-Q3",3.718138,
"KOR","QGDP","TOT","PC_CHGPP","Q","1967-Q4",1.418113,
"KOR","QGDP","TOT","PC_CHGPP","Q","1968-Q1",5.74487,
"KOR","QGDP","TOT","PC_CHGPP","Q","1968-Q2",1.796159,
"KOR","QGDP","TOT","PC_CHGPP","Q","1968-Q3",4.582468,
"KOR","QGDP","TOT","PC_CHGPP","Q","1968-Q4",-1.086666,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q1",4.77995,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q2",3.668656,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q3",7.555943,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q4",2.371989,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-1.803269,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q2",4.115313,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.411535,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q4",7.754353,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.695473,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q2",2.966367,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q3",0.243142,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.817549,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.574354,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.585679,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.705316,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q4",4.431268,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.507191,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q2",3.652718,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q3",5.095154,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.752888,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q1",4.438858,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q2",-0.921015,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.628667,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.08811,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q1",1.824646,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q2",4.067033,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q3",2.873222,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q4",3.169893,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q1",3.017996,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q2",4.540629,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q3",2.130404,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.955228,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q1",1.143471,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q2",4.91697,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q3",6.039229,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q4",3.771243,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q1",-0.790242,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q2",3.038537,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.624088,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q4",4.755764,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q1",4.678412,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.594433,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q3",-2.665651,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",-1.542924,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.815654,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.591788,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",1.931559,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-2.609766,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",4.09997,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",2.228904,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",4.070699,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",1.612057,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.815628,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",2.056265,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",2.176252,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",3.215411,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",4.513098,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",2.671485,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",3.875114,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.720142,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",4.41181,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",2.207984,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.563929,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.528706,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",2.54671,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.341352,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.501969,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",2.98117,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.485985,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",4.033118,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",4.669878,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.377702,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",2.602221,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",5.145715,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.390412,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.854047,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",7.160801,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-2.042605,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q3",3.966569,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q4",2.553869,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q1",-0.068204,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.358615,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q3",3.357488,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q4",3.487266,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.210425,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.753083,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q3",3.886683,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",1.592377,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",3.627197,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.436047,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",2.290148,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",2.334191,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.932648,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.659176,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",-0.002284,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.572058,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.98553,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",2.676775,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.636846,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",2.050209,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",2.853203,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.77394,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.356247,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",4.076456,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",2.213363,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.037632,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",1.817894,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.775852,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",2.0672,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.824304,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.684621,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.458218,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.593567,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.450609,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.781035,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.562712,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-7.022342,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.648084,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.517303,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",2.339715,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",3.04318,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.517302,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.602457,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",2.991074,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.700056,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.46065,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.870641,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.747609,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.95041,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",1.550677,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.522912,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.432986,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.31042,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",2.007175,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.937701,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.901539,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.68474,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.018653,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.618493,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.570174,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.278554,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.687245,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.31188,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.585353,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.789344,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.849261,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.341676,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.991401,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.813501,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.553998,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.643197,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.646814,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.661665,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.61518,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.104841,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.923413,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.469677,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.497236,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.853314,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.335256,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.095851,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.457818,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.842337,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.427146,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.209127,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.736918,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.989358,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.014242,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.972161,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.624912,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.723323,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.592207,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.543511,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.583616,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.328877,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.666044,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.59304,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.078622,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.828192,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.945953,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.006144,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.604332,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.664722,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.477639,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.828677,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.369759,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.245742,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.760175,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.631419,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.808489,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.399901,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.711176,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.975811,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.632365,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.395088,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.212603,"P"
"AUS","QGDP","TOT","PC_CHGPP","Q","1965-Q4",0.243431,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-0.290129,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q2",1.370267,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q3",2.828674,
"AUS","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.652976,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q1",3.903434,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q2",-0.1411,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.880461,
"AUS","QGDP","TOT","PC_CHGPP","Q","1967-Q4",0.866822,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q1",-0.89031,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.848733,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q3",1.295853,
"AUS","QGDP","TOT","PC_CHGPP","Q","1968-Q4",3.730121,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q1",-0.666434,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q2",2.02978,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.746866,
"AUS","QGDP","TOT","PC_CHGPP","Q","1969-Q4",2.196696,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q1",2.04492,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q2",1.841379,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q3",-0.501117,
"AUS","QGDP","TOT","PC_CHGPP","Q","1970-Q4",2.086514,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q1",-0.280008,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q2",0.468945,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q3",3.339544,
"AUS","QGDP","TOT","PC_CHGPP","Q","1971-Q4",-0.232736,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q1",-1.057591,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.155498,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q3",-0.525452,
"AUS","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.039947,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q1",2.558587,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.191156,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q3",0.990169,
"AUS","QGDP","TOT","PC_CHGPP","Q","1973-Q4",2.528557,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q1",0.02218,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q2",-2.001689,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.207965,
"AUS","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.08771,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.378026,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q2",3.096701,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-1.12576,
"AUS","QGDP","TOT","PC_CHGPP","Q","1975-Q4",-1.434137,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q1",4.359049,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.520795,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.669953,
"AUS","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.856673,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q1",-0.535871,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q2",1.415246,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q3",-0.450365,
"AUS","QGDP","TOT","PC_CHGPP","Q","1977-Q4",-0.324168,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.713572,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.939399,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.386553,
"AUS","QGDP","TOT","PC_CHGPP","Q","1978-Q4",0.827997,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q1",2.825749,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q2",-1.618198,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.918177,
"AUS","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.919065,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.401268,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.309869,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q3",0.516565,
"AUS","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.722036,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.385366,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q2",1.549845,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q3",2.004886,
"AUS","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.402344,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q1",-0.835655,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.989435,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.736881,
"AUS","QGDP","TOT","PC_CHGPP","Q","1982-Q4",-1.553014,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q1",-1.008957,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q2",-0.193119,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q3",2.761932,
"AUS","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.68696,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q1",2.515551,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.151317,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.921284,
"AUS","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.709066,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q1",1.231154,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.213809,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.536352,
"AUS","QGDP","TOT","PC_CHGPP","Q","1985-Q4",-0.342508,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.643866,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q2",-0.196988,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.303799,
"AUS","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.661824,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q1",1.010285,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.537815,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.799089,
"AUS","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.004986,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.485412,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q2",0.055564,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q3",0.815431,
"AUS","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.540105,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.082757,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q2",2.056888,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.827958,
"AUS","QGDP","TOT","PC_CHGPP","Q","1989-Q4",-0.259174,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.824894,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.112191,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.552396,
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.583104,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.314816,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.15958,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.459124,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.074213,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.784264,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.693992,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q3",1.0141,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q4",2.061443,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.705224,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.539265,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.117347,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.842657,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.682868,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.238226,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.759088,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.940997,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.027363,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.347602,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.253703,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.091471,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.657367,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.697945,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.849674,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.856305,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.602925,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q2",2.96017,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.127743,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.380838,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.785255,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.937294,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.909137,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.513263,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.709879,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.372028,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.162025,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.68813,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.425855,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.945045,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.170905,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.383885,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.984441,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.846141,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.188797,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.212705,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.738235,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.77436,
